,Unnamed: 0,id,release_date,original_title,title,collection,collection_id,Wikipedia movie ID
1300,1300,54074,2007-04-28,ゲゲゲの鬼太郎,Kitaro,Kitaro Collection,1008952,2535955.0
1301,1301,178537,2008-07-09,ゲゲゲの鬼太郎 千年呪い歌,Kitaro and the Millennium Curse,Kitaro Collection,1008952,2535955.0
1302,1302,954,1996-05-22,Mission: Impossible,Mission: Impossible,Mission: Impossible Collection,87359,724258.0
1303,1303,955,2000-05-24,Mission: Impossible II,Mission: Impossible II,Mission: Impossible Collection,87359,451866.0
1304,1304,956,2006-04-25,Mission: Impossible III,Mission: Impossible III,Mission: Impossible Collection,87359,2021700.0
1305,1305,56292,2011-12-07,Mission: Impossible - Ghost Protocol,Mission: Impossible - Ghost Protocol,Mission: Impossible Collection,87359,17298593.0
1306,1306,177677,2015-07-23,Mission: Impossible - Rogue Nation,Mission: Impossible - Rogue Nation,Mission: Impossible Collection,87359,39278339.0
1307,1307,353081,2018-07-13,Mission: Impossible - Fallout,Mission: Impossible - Fallout,Mission: Impossible Collection,87359,47080521.0
1308,1308,575264,2023-07-08,Mission: Impossible - Dead Reckoning Part One,Mission: Impossible - Dead Reckoning Part One,Mission: Impossible Collection,87359,61711372.0
1309,1309,575265,2025-05-21,Mission: Impossible 8,Mission: Impossible 8,Mission: Impossible Collection,87359,62125388.0
1310,1310,555670,1983-12-11,Следствие ведут Колобки. Следствие первое,Investigation Held by Kolobki. The First Investigation,Investigation Held by Kolobki Collection,1113407,2428985.0
1311,1311,1113221,1983-12-18,Следствие ведут Колобки. Похищение века,Investigation Held by Kolobkis. Theft of the century,Investigation Held by Kolobki Collection,1113407,
1312,1312,1113523,1986-12-28,Следствие ведут Колобки. Часть 1,Investigation Held by Kolobki. Part 1,Investigation Held by Kolobki Collection,1113407,2428985.0
1313,1313,1113579,1987-01-04,Следствие ведут Колобки. Часть 2,Investigation Held by Kolobki. Part 2,Investigation Held by Kolobki Collection,1113407,12425226.0
1314,1314,10787,1933-11-03,The Invisible Man,The Invisible Man,The Invisible Man Collection,259401,1605299.0
1315,1315,28421,1940-01-12,The Invisible Man Returns,The Invisible Man Returns,The Invisible Man Collection,259401,2677828.0
1316,1316,28425,1944-06-09,The Invisible Man's Revenge,The Invisible Man's Revenge,The Invisible Man Collection,259401,3877823.0
1317,1317,28423,1940-12-28,The Invisible Woman,The Invisible Woman,The Invisible Man Collection,259401,2683330.0
1318,1318,28426,1942-08-07,Invisible Agent,Invisible Agent,The Invisible Man Collection,259401,2689093.0
1319,1319,219732,1996-09-18,The Rockford Files: Punishment and Crime,The Rockford Files: Punishment and Crime,The Rockford Files Collection,492873,288362.0
1320,1320,182373,1995-05-14,The Rockford Files: A Blessing in Disguise,The Rockford Files: A Blessing in Disguise,The Rockford Files Collection,492873,4288862.0
1321,1321,455513,1999-04-20,The Rockford Files: If It Bleeds... It Leads,The Rockford Files: If It Bleeds... It Leads,The Rockford Files Collection,492873,4288862.0
1322,1322,286812,1996-04-25,The Rockford Files: Friends and Foul Play,The Rockford Files: Friends and Foul Play,The Rockford Files Collection,492873,288362.0
1323,1323,208391,1996-03-18,The Rockford Files: Godfather Knows Best,The Rockford Files: Godfather Knows Best,The Rockford Files Collection,492873,4288862.0
1324,1324,286816,1997-11-21,The Rockford Files: Shoot-Out at the Golden Pagoda,The Rockford Files: Shoot-Out at the Golden Pagoda,The Rockford Files Collection,492873,43350904.0
1325,1325,182360,1994-11-27,The Rockford Files: I Still Love L.A.,The Rockford Files: I Still Love L.A.,The Rockford Files Collection,492873,288362.0
1326,1326,182376,1996-01-14,The Rockford Files: If the Frame Fits...,The Rockford Files: If the Frame Fits...,The Rockford Files Collection,492873,4288862.0
1327,1327,884072,1974-03-27,The Rockford Files,The Rockford Files,The Rockford Files Collection,492873,288362.0
1328,1328,19186,1961-05-13,The Parent Trap,The Parent Trap,The Parent Trap Collection,216395,31176.0
1329,1329,51881,1986-07-26,The Parent Trap II,The Parent Trap II,The Parent Trap Collection,216395,7146019.0
1330,1330,64183,1989-04-09,Parent Trap III,Parent Trap III,The Parent Trap Collection,216395,9024466.0
1331,1331,92682,1989-11-19,Parent Trap: Hawaiian Honeymoon,Parent Trap: Hawaiian Honeymoon,The Parent Trap Collection,216395,9024508.0
1332,1332,247695,1998-09-20,The Inspectors,The Inspectors,The Inspectors Collection,1183055,4180278.0
1333,1333,30940,2000-03-12,The Inspectors 2: A Shred of Evidence,The Inspectors 2: A Shred of Evidence,The Inspectors Collection,1183055,40372.0
1334,1334,27734,2000-04-04,Camp Blood,Camp Blood,Camp Blood Collection,234835,5638171.0
1335,1335,27736,2000-10-01,Camp Blood 2,Camp Blood 2,Camp Blood Collection,234835,24323324.0
1336,1336,42667,2005-09-13,Within the Woods,Within the Woods,Camp Blood Collection,234835,42762296.0
1337,1337,291452,2014-05-20,Camp Blood First Slaughter,Camp Blood First Slaughter,Camp Blood Collection,234835,64092263.0
1338,1338,427964,2016-02-21,Camp Blood 4,Camp Blood 4,Camp Blood Collection,234835,5638171.0
1339,1339,427966,2016-02-22,Camp Blood 5,Camp Blood 5,Camp Blood Collection,234835,5638171.0
1340,1340,449883,2016-09-01,Camp Blood 666,Camp Blood 666,Camp Blood Collection,234835,5638171.0
1341,1341,488115,2017-11-11,It Kills: Camp Blood 7,It Kills: Camp Blood 7,Camp Blood Collection,234835,64065193.0
1342,1342,512701,2018-02-27,Ghost of Camp Blood,Ghost of Camp Blood,Camp Blood Collection,234835,5638171.0
1343,1343,661188,2020-01-05,Camp Blood 8: Revelations,Camp Blood 8: Revelations,Camp Blood Collection,234835,5638171.0
1344,1344,775483,2020-11-30,Children of Camp Blood,Children of Camp Blood,Camp Blood Collection,234835,64065193.0
1345,1345,1059091,2023-02-27,Camp Blood 666 Part 2: Exorcism of the Clown,Camp Blood 666 Part 2: Exorcism of the Clown,Camp Blood Collection,234835,64065193.0
1346,1346,1172892,2024-08-01,Camp Blood 9: Bride of Blood,Camp Blood 9: Bride of Blood,Camp Blood Collection,234835,23266872.0
1347,1347,1221108,2023-12-12,Camp Blood X: Animated,Camp Blood X: Animated,Camp Blood Collection,234835,71561861.0
1348,1348,11255,2003-03-23,Crazy Race,Crazy Race,Crazy Race Collection,384341,75945030.0
1349,1349,126072,2007-01-01,Crazy Race 3 - Sie knacken jedes Schloss,Crazy Race 3 - Sie knacken jedes Schloss,Crazy Race Collection,384341,24976131.0
1350,1350,11903,2004-11-21,Crazy Race 2 - Warum die Mauer wirklich fiel,Crazy Race 2 - Warum die Mauer wirklich fiel,Crazy Race Collection,384341,1586156.0
1351,1351,120323,2008-01-01,African Race,African Race,Crazy Race Collection,384341,5548592.0
1352,1352,200172,2012-10-05,La cripta de las condenadas,La cripta de las condenadas,La Cripta de las Condenadas Collection,1166690,
1353,1353,200272,2012-10-07,La cripta de las condenadas: Parte II,La cripta de las condenadas: Parte II,La Cripta de las Condenadas Collection,1166690,
1354,1354,484616,1976-10-01,Wanted: The Sundance Woman,Wanted: The Sundance Woman,Etta Place Collection,623977,99031.0
1355,1355,252933,1974-01-15,Mrs. Sundance,Mrs. Sundance,Etta Place Collection,623977,400211.0
1356,1356,198301,1975-07-20,Simone e Matteo: un gioco da ragazzi,Convoy Buddies,Šimon a Matouš (kolekce),623980,51585570.0
1357,1357,198302,1976-01-29,Il  vangelo secondo Simone e Matteo,The Diamond Peddlers,Šimon a Matouš (kolekce),623980,51585688.0
1358,1358,151074,1994-12-01,Spenser: The Judas Goat,Spenser: The Judas Goat,Spenser Collection,681327,26926.0
1359,1359,151055,1995-05-20,Spenser: A Savage Place,Spenser: A Savage Place,Spenser Collection,681327,26926.0
1360,1360,151058,1993-07-23,Spenser: Ceremony,Spenser: Ceremony,Spenser Collection,681327,26926.0
1361,1361,314712,1994-01-02,Spenser: Pale Kings and Princes,Spenser: Pale Kings and Princes,Spenser Collection,681327,8521827.0
1362,1362,551571,1999-07-18,Small Vices,Small Vices,Spenser Collection,681327,8949167.0
1363,1363,235090,2000-09-12,Thin Air,Thin Air,Spenser Collection,681327,853231.0
1364,1364,215175,2001-08-26,Walking Shadow,Walking Shadow,Spenser Collection,681327,511762.0
1365,1365,19483,1953-06-05,It Came from Outer Space,It Came from Outer Space,It Came from Outer Space Collection,1285493,2009711.0
1366,1366,212306,1995-12-31,It Came from Outer Space II,It Came from Outer Space II,It Came from Outer Space Collection,1285493,2009711.0
1367,1367,37835,1980-09-10,The Exterminator,The Exterminator,The Exterminator Collection,284024,1904097.0
1368,1368,69343,1984-09-14,Exterminator 2,Exterminator 2,The Exterminator Collection,284024,5801352.0
1369,1369,10839,1977-01-29,Cross of Iron,Cross of Iron,Cross of Iron Collection,93568,449352.0
1370,1370,10841,1979-03-01,Steiner - Das Eiserne Kreuz Teil II,Breakthrough,Cross of Iron Collection,93568,13639421.0
1371,1371,15239,1984-05-15,The Toxic Avenger,The Toxic Avenger,The Toxic Avenger Collection,32135,105397.0
1372,1372,27601,2001-11-01,Citizen Toxie: The Toxic Avenger IV,Citizen Toxie: The Toxic Avenger IV,The Toxic Avenger Collection,32135,6212570.0
1373,1373,28165,1989-07-15,The Toxic Avenger Part II,The Toxic Avenger Part II,The Toxic Avenger Collection,32135,6197876.0
1374,1374,28169,1989-11-24,The Toxic Avenger Part III: The Last Temptation of Toxie,The Toxic Avenger Part III: The Last Temptation of Toxie,The Toxic Avenger Collection,32135,6212119.0
1375,1375,107412,1986-12-01,Silk,Silk,Silk Collection,1019271,76989388.0
1376,1376,222336,1990-08-22,Silk 2,Silk 2,Silk Collection,1019271,51510.0
1377,1377,25539,1983-07-07,奇謀妙計五福星,Winners & Sinners,Lucky Stars Collection,300431,3504167.0
1378,1378,10044,1985-02-10,福星高照,My Lucky Stars,Lucky Stars Collection,300431,665901.0
1379,1379,18707,1985-08-15,夏日福星,"Twinkle, Twinkle, Lucky Stars",Lucky Stars Collection,300431,5221680.0
1380,1380,63030,1986-06-20,最佳福星,Lucky Stars Go Places,Lucky Stars Collection,300431,12118772.0
1381,1381,63031,1988-12-24,福星闖江湖,Return of the Lucky Stars,Lucky Stars Collection,300431,611884.0
1382,1382,63033,1996-07-04,運財五福星,How to Meet the Lucky Stars,Lucky Stars Collection,300431,26378027.0
1383,1383,63032,1992-02-01,五福星撞鬼,Ghost Punting,Lucky Stars Collection,300431,27265073.0
1384,1384,15739,1982-05-21,Annie,Annie,Annie Collection,312735,12823099.0
1385,1385,21780,1995-11-18,Annie: A Royal Adventure,Annie: A Royal Adventure,Annie Collection,312735,24310768.0
1386,1386,47050,1977-12-23,Perros callejeros,Street Warriors,Perros Callejeros Trilogy,300448,65736097.0
1387,1387,132001,1979-10-08,Perros callejeros II,Street Warriors II,Perros Callejeros Trilogy,300448,3037946.0
1388,1388,132008,1980-09-25,Los últimos golpes de El Torete,The Latest Scams of El Torete,Perros Callejeros Trilogy,300448,
1389,1389,26581,1965-08-23,Dr. Who and the Daleks,Dr. Who and the Daleks,Doctor Who (Peter Cushing) Collection,275873,359005.0
1390,1390,16387,1966-08-05,Daleks' Invasion Earth: 2150 A.D.,Daleks' Invasion Earth: 2150 A.D.,Doctor Who (Peter Cushing) Collection,275873,359014.0
1391,1391,113466,2003-08-20,El clon de Hitler,Hitler's Clone,Hitler's Clone Collection,546208,288515.0
1392,1392,113472,2004-03-12,Darketos,Darketos,Hitler's Clone Collection,546208,7814042.0
1393,1393,27118,1939-03-24,The Hound of the Baskervilles,The Hound of the Baskervilles,Sherlock Holmes (Basil Rathbone) Collection,478628,5664795.0
1394,1394,17481,1939-09-01,The Adventures of Sherlock Holmes,The Adventures of Sherlock Holmes,Sherlock Holmes (Basil Rathbone) Collection,478628,6435145.0
1395,1395,27117,1942-09-18,Sherlock Holmes and the Voice of Terror,Sherlock Holmes and the Voice of Terror,Sherlock Holmes (Basil Rathbone) Collection,478628,11350779.0
1396,1396,18706,1942-12-25,Sherlock Holmes and the Secret Weapon,Sherlock Holmes and the Secret Weapon,Sherlock Holmes (Basil Rathbone) Collection,478628,11350697.0
1397,1397,44383,1943-03-24,Sherlock Holmes in Washington,Sherlock Holmes in Washington,Sherlock Holmes (Basil Rathbone) Collection,478628,11350840.0
1398,1398,50553,1943-09-17,Sherlock Holmes Faces Death,Sherlock Holmes Faces Death,Sherlock Holmes (Basil Rathbone) Collection,478628,11351598.0
1399,1399,2443,1943-12-24,The Spider Woman,The Spider Woman,Sherlock Holmes (Basil Rathbone) Collection,478628,4700217.0
1400,1400,33423,1944-05-18,The Scarlet Claw,The Scarlet Claw,Sherlock Holmes (Basil Rathbone) Collection,478628,2631898.0
1401,1401,33421,1944-08-01,The Pearl of Death,The Pearl of Death,Sherlock Holmes (Basil Rathbone) Collection,478628,2631894.0
1402,1402,33419,1945-03-16,The House of Fear,The House of Fear,Sherlock Holmes (Basil Rathbone) Collection,478628,8267581.0
1403,1403,34327,1945-06-15,The Woman in Green,The Woman in Green,Sherlock Holmes (Basil Rathbone) Collection,478628,11125917.0
1404,1404,50401,1945-10-26,Pursuit to Algiers,Pursuit to Algiers,Sherlock Holmes (Basil Rathbone) Collection,478628,11351541.0
1405,1405,20408,1946-02-01,Terror by Night,Terror by Night,Sherlock Holmes (Basil Rathbone) Collection,478628,3591767.0
1406,1406,20417,1946-05-24,Dressed to Kill,Dressed to Kill,Sherlock Holmes (Basil Rathbone) Collection,478628,3524282.0
1407,1407,11612,1973-03-22,Anche gli angeli mangiano fagioli,Even Angels Eat Beans,Even Angels Collection,296358,34246658.0
1408,1408,41897,1974-09-10,Anche gli angeli tirano di destro,Charleston,Even Angels Collection,296358,34247717.0
1409,1409,5549,1990-06-22,RoboCop 2,RoboCop 2,RoboCop Collection,5547,1330220.0
1410,1410,5550,1993-01-21,RoboCop 3,RoboCop 3,RoboCop Collection,5547,1940449.0
1411,1411,5548,1987-07-17,RoboCop,RoboCop,RoboCop Collection,5547,445066.0
1412,1412,26954,1990-02-07,Puppet Master II,Puppet Master II,Puppet Master Collection,107949,7153190.0
1413,1413,26956,1992-05-01,Puppet Master III,Puppet Master III,Puppet Master Collection,107949,5793438.0
1414,1414,26957,1993-11-24,Puppet Master 4,Puppet Master 4,Puppet Master Collection,107949,7153837.0
1415,1415,26958,1994-09-21,Puppet Master 5,Puppet Master 5,Puppet Master Collection,107949,1347325.0
1416,1416,26959,1998-05-26,Curse of the Puppet Master,Curse of the Puppet Master,Puppet Master Collection,107949,7154010.0
1417,1417,26960,1999-11-09,Retro Puppet Master,Retro Puppet Master,Puppet Master Collection,107949,7154700.0
1418,1418,26961,2003-12-16,Puppet Master: The Legacy,Puppet Master: The Legacy,Puppet Master Collection,107949,7154803.0
1419,1419,27651,2010-01-15,Puppet Master: Axis of Evil,Puppet Master: Axis of Evil,Puppet Master Collection,107949,23632489.0
1420,1420,26953,1989-10-12,Puppet Master,Puppet Master,Puppet Master Collection,107949,1347325.0
1421,1421,139659,2012-09-15,Puppet Master X: Axis Rising,Puppet Master X: Axis Rising,Puppet Master Collection,107949,35569277.0
1422,1422,384978,2017-09-15,Puppet Master: Axis Termination,Puppet Master: Axis Termination,Puppet Master Collection,107949,50668415.0
1423,1423,779157,2022-10-28,Puppet Master: Doktor Death,Puppet Master: Doktor Death,Puppet Master Collection,107949,75421188.0
1424,1424,596332,2020-06-26,Blade: The Iron Cross,Blade: The Iron Cross,Puppet Master Collection,107949,75384273.0
1425,1425,9873,1986-02-07,F/X,F/X,F/X Collection,171439,1285718.0
1426,1426,16820,1991-04-16,F/X2,F/X2,F/X Collection,171439,5630975.0
1427,1427,1253754,1996-05-23,FX - Final Illusion,FX - Final Illusion,F/X Collection,171439,31341.0
1428,1428,2459,1976-09-22,Un éléphant ça trompe énormément,Pardon Mon Affaire,Un éléphant ça trompe énormément,351667,11441669.0
1429,1429,40585,1977-11-09,Nous irons tous au paradis,We Will All Meet in Paradise,Un éléphant ça trompe énormément,351667,184860.0
1430,1430,28624,1999-10-05,Embrace the Darkness,Embrace the Darkness,Embrace the Darkness Collection,896435,4276475.0
1431,1431,28625,2002-01-22,Embrace the Darkness II,Embrace the Darkness II,Embrace the Darkness Collection,896435,4276475.0
1432,1432,28626,2002-09-17,Embrace the Darkness III,Embrace the Darkness III,Embrace the Darkness Collection,896435,357479.0
1433,1433,38682,1952-05-09,The Battle at Apache Pass,The Battle at Apache Pass,Cochise Collection,495027,20238479.0
1434,1434,81417,1954-02-18,"Taza, Son of Cochise","Taza, Son of Cochise",Cochise Collection,495027,22890217.0
1435,1435,37292,1950-08-01,Broken Arrow,Broken Arrow,Cochise Collection,495027,993532.0
1436,1436,48314,2002-12-30,Scarecrow,Scarecrow,Scarecrow Collection,419257,5117656.0
1437,1437,63382,2003-08-12,Scarecrow Slayer,Scarecrow Slayer,Scarecrow Collection,419257,16668626.0
1438,1438,103437,2004-06-15,Scarecrow Gone Wild,Scarecrow Gone Wild,Scarecrow Collection,419257,1570765.0
1439,1439,24382,1958-07-26,I soliti ignoti,Big Deal on Madonna Street,The Usual Suspects Collection,656828,438356.0
1440,1440,62036,1959-12-19,Audace colpo dei soliti ignoti,Fiasco in Milan,The Usual Suspects Collection,656828,12780906.0
1441,1441,62038,1985-12-25,I soliti ignoti vent'anni dopo,Big Deal on Madonna Street 20 Years Later,The Usual Suspects Collection,656828,438356.0
1442,1442,13984,2002-05-24,Fubar,Fubar,Fubar Collection,386495,1951984.0
1443,1443,53358,2010-10-01,Fubar II,Fubar II,Fubar Collection,386495,28195477.0
1444,1444,42083,1984-11-30,Bedroom Eyes,Bedroom Eyes,Bedroom Eyes,1275328,24367337.0
1445,1445,128789,1989-12-15,Bedroom Eyes II,Bedroom Eyes II,Bedroom Eyes,1275328,50630452.0
1446,1446,966,1960-10-12,The Magnificent Seven,The Magnificent Seven,The Magnificent Seven Collection,110021,31556.0
